Year_Month,Contract_region,Card_type,Trip
2016-08,Outer Sydney Metro Contract 8,Senior/Pensioner,17050
2016-08,Outer Sydney Metro Contract 9,Adult,5959
2016-08,Outer Sydney Metro Contract 9,Adult Single Bus Trip 1,271
2016-08,Outer Sydney Metro Contract 9,Adult Single Bus Trip 2,215
2016-08,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,173
2016-08,Outer Sydney Metro Contract 9,Child/Youth,1226
2016-08,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,137
2016-08,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,24
2016-08,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,39
2016-08,Outer Sydney Metro Contract 9,Concession,540
2016-08,Outer Sydney Metro Contract 9,Free Travel,47
2016-08,Outer Sydney Metro Contract 9,School Student,24765
2016-08,Outer Sydney Metro Contract 9,Senior/Pensioner,3758
2016-08,Sydney Metro Contract 1,Adult,386386
2016-08,Sydney Metro Contract 1,Adult Single Bus Trip 1,25753
2016-08,Sydney Metro Contract 1,Adult Single Bus Trip 2,17882
2016-08,Sydney Metro Contract 1,Adult Single Bus Trip 3,1880
2016-08,Sydney Metro Contract 1,Child/Youth,67010
2016-08,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,14002
2016-08,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,10189
2016-08,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,907
2016-08,Sydney Metro Contract 1,Concession,73590
2016-08,Sydney Metro Contract 1,Free Travel,1281
2016-08,Sydney Metro Contract 1,School Student,296261
2016-08,Sydney Metro Contract 1,Senior/Pensioner,224668
2016-08,Sydney Metro Contract 10,Adult,250395
2016-08,Sydney Metro Contract 10,Adult Single Bus Trip 1,8886
2016-08,Sydney Metro Contract 10,Adult Single Bus Trip 2,3584
2016-08,Sydney Metro Contract 10,Adult Single Bus Trip 3,552
2016-08,Sydney Metro Contract 10,Child/Youth,50143
2016-08,Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,4513
2016-08,Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,1564
2016-08,Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,194
2016-08,Sydney Metro Contract 10,Concession,51901
2016-08,Sydney Metro Contract 10,Free Travel,1098
2016-08,Sydney Metro Contract 10,School Student,220189
2016-08,Sydney Metro Contract 10,Senior/Pensioner,153533
2016-08,Sydney Metro Contract 12,Adult,94998
2016-08,Sydney Metro Contract 12,Adult Single Bus Trip 1,1579
2016-08,Sydney Metro Contract 12,Adult Single Bus Trip 2,585
2016-08,Sydney Metro Contract 12,Adult Single Bus Trip 3,45
2016-08,Sydney Metro Contract 12,Child/Youth,35205
2016-08,Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,744
2016-08,Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,339
2016-08,Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,12
2016-08,Sydney Metro Contract 12,Concession,17429
2016-08,Sydney Metro Contract 12,Free Travel,297
2016-08,Sydney Metro Contract 12,School Student,152396
2016-08,Sydney Metro Contract 12,Senior/Pensioner,36664
2016-08,Sydney Metro Contract 13,Adult,279834
2016-08,Sydney Metro Contract 13,Adult Single Bus Trip 1,14726
2016-08,Sydney Metro Contract 13,Adult Single Bus Trip 2,7782
2016-08,Sydney Metro Contract 13,Adult Single Bus Trip 3,1002
2016-08,Sydney Metro Contract 13,Child/Youth,42795
2016-08,Sydney Metro Contract 13,Child/Youth Single Bus Trip 1,5513
2016-08,Sydney Metro Contract 13,Child/Youth Single Bus Trip 2,2753
2016-08,Sydney Metro Contract 13,Child/Youth Single Bus Trip 3,289
2016-08,Sydney Metro Contract 13,Concession,62938
2016-08,Sydney Metro Contract 13,Free Travel,880
2016-08,Sydney Metro Contract 13,School Student,136851
2016-08,Sydney Metro Contract 13,Senior/Pensioner,201421
2016-08,Sydney Metro Contract 14,Adult,226151
2016-08,Sydney Metro Contract 14,Adult Single Bus Trip 1,1269
2016-08,Sydney Metro Contract 14,Adult Single Bus Trip 2,1329
2016-08,Sydney Metro Contract 14,Adult Single Bus Trip 3,1797
2016-08,Sydney Metro Contract 14,Child/Youth,36568
2016-08,Sydney Metro Contract 14,Child/Youth Single Bus Trip 1,828
2016-08,Sydney Metro Contract 14,Child/Youth Single Bus Trip 2,880
2016-08,Sydney Metro Contract 14,Child/Youth Single Bus Trip 3,725
2016-08,Sydney Metro Contract 14,Concession,30863
2016-08,Sydney Metro Contract 14,Free Travel,315
2016-08,Sydney Metro Contract 14,School Student,84434
2016-08,Sydney Metro Contract 14,Senior/Pensioner,47754
2016-08,Sydney Metro Contract 15,Adult,76414
2016-08,Sydney Metro Contract 15,Adult Single Bus Trip 1,10013
2016-08,Sydney Metro Contract 15,Adult Single Bus Trip 2,5564
2016-08,Sydney Metro Contract 15,Adult Single Bus Trip 3,901
2016-08,Sydney Metro Contract 15,Child/Youth,19654
2016-08,Sydney Metro Contract 15,Child/Youth Single Bus Trip 1,4310
2016-08,Sydney Metro Contract 15,Child/Youth Single Bus Trip 2,2031
2016-08,Sydney Metro Contract 15,Child/Youth Single Bus Trip 3,306
2016-08,Sydney Metro Contract 15,Concession,24623
2016-08,Sydney Metro Contract 15,Free Travel,851
2016-08,Sydney Metro Contract 15,School Student,75284
2016-08,Sydney Metro Contract 15,Senior/Pensioner,63588
2016-08,Sydney Metro Contract 2,Adult,98930
2016-08,Sydney Metro Contract 2,Adult Single Bus Trip 1,7531
2016-08,Sydney Metro Contract 2,Adult Single Bus Trip 2,5322
2016-08,Sydney Metro Contract 2,Adult Single Bus Trip 3,798
2016-08,Sydney Metro Contract 2,Child/Youth,18145
2016-08,Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,2745
2016-08,Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,1706
2016-08,Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,243
2016-08,Sydney Metro Contract 2,Concession,23745
2016-08,Sydney Metro Contract 2,Free Travel,850
2016-08,Sydney Metro Contract 2,School Student,83258
2016-08,Sydney Metro Contract 2,Senior/Pensioner,93181
2016-08,Sydney Metro Contract 3,Adult,362876
2016-08,Sydney Metro Contract 3,Adult Single Bus Trip 1,26474
2016-08,Sydney Metro Contract 3,Adult Single Bus Trip 2,21037
2016-08,Sydney Metro Contract 3,Adult Single Bus Trip 3,3132
2016-08,Sydney Metro Contract 3,Child/Youth,60182
2016-08,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,14039
2016-08,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,8986
2016-08,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,663
2016-08,Sydney Metro Contract 3,Concession,94549
2016-08,Sydney Metro Contract 3,Free Travel,1693
2016-08,Sydney Metro Contract 3,School Student,168615
2016-08,Sydney Metro Contract 3,Senior/Pensioner,274479
2016-08,Sydney Metro Contract 4,Adult,1184057
2016-08,Sydney Metro Contract 4,Adult Single Bus Trip 1,9488
2016-08,Sydney Metro Contract 4,Adult Single Bus Trip 2,6053
2016-08,Sydney Metro Contract 4,Adult Single Bus Trip 3,17279
2016-08,Sydney Metro Contract 4,Child/Youth,88354
2016-08,Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,6589
2016-08,Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,3231
2016-08,Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,5248
2016-08,Sydney Metro Contract 4,Concession,199464
2016-08,Sydney Metro Contract 4,Free Travel,1950
2016-08,Sydney Metro Contract 4,School Student,246098
2016-08,Sydney Metro Contract 4,Senior/Pensioner,202488
2016-08,Sydney Metro Contract 5,Adult,105057
2016-08,Sydney Metro Contract 5,Adult Single Bus Trip 1,6316
2016-08,Sydney Metro Contract 5,Adult Single Bus Trip 2,1994
2016-08,Sydney Metro Contract 5,Adult Single Bus Trip 3,76
2016-08,Sydney Metro Contract 5,Child/Youth,15396
2016-08,Sydney Metro Contract 5,Child/Youth Single Bus Trip 1,2366
2016-08,Sydney Metro Contract 5,Child/Youth Single Bus Trip 2,790
2016-08,Sydney Metro Contract 5,Child/Youth Single Bus Trip 3,20
2016-08,Sydney Metro Contract 5,Concession,17118
2016-08,Sydney Metro Contract 5,Free Travel,562
2016-08,Sydney Metro Contract 5,School Student,43686
2016-08,Sydney Metro Contract 5,Senior/Pensioner,109677
2016-08,Sydney Metro Contract 6,Adult,2615554
2016-08,Sydney Metro Contract 6,Adult Single Bus Trip 1,16742
2016-08,Sydney Metro Contract 6,Adult Single Bus Trip 2,6727
2016-08,Sydney Metro Contract 6,Adult Single Bus Trip 3,659
2016-08,Sydney Metro Contract 6,Child/Youth,113017
2016-08,Sydney Metro Contract 6,Child/Youth Single Bus Trip 1,4596
2016-08,Sydney Metro Contract 6,Child/Youth Single Bus Trip 2,1800
2016-08,Sydney Metro Contract 6,Child/Youth Single Bus Trip 3,164
2016-08,Sydney Metro Contract 6,Concession,405639
2016-08,Sydney Metro Contract 6,Employee,22013
2016-08,Sydney Metro Contract 6,Free Travel,4137
2016-08,Sydney Metro Contract 6,School Student,121139
2016-08,Sydney Metro Contract 6,Senior/Pensioner,663161
2016-08,Sydney Metro Contract 7,Adult,1765221
2016-08,Sydney Metro Contract 7,Adult Single Bus Trip 1,7796
2016-08,Sydney Metro Contract 7,Adult Single Bus Trip 2,5332
2016-08,Sydney Metro Contract 7,Adult Single Bus Trip 3,2433
2016-08,Sydney Metro Contract 7,Child/Youth,109290
2016-08,Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,2580
2016-08,Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,1712
2016-08,Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,439
2016-08,Sydney Metro Contract 7,Concession,196428
2016-08,Sydney Metro Contract 7,Employee,10956
2016-08,Sydney Metro Contract 7,Free Travel,2910
2016-08,Sydney Metro Contract 7,School Student,206633
2016-08,Sydney Metro Contract 7,Senior/Pensioner,371269
2016-08,Sydney Metro Contract 8,Adult,1481277
2016-08,Sydney Metro Contract 8,Adult Single Bus Trip 1,16915
2016-08,Sydney Metro Contract 8,Adult Single Bus Trip 2,12476
2016-08,Sydney Metro Contract 8,Adult Single Bus Trip 3,9117
2016-08,Sydney Metro Contract 8,Child/Youth,116247
2016-08,Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,4804
2016-08,Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,3614
2016-08,Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,1497
2016-08,Sydney Metro Contract 8,Concession,113289
2016-08,Sydney Metro Contract 8,Employee,11720
2016-08,Sydney Metro Contract 8,Free Travel,3289
2016-08,Sydney Metro Contract 8,School Student,210146
2016-08,Sydney Metro Contract 8,Senior/Pensioner,270937
2016-08,Sydney Metro Contract 9,Adult,4713740
2016-08,Sydney Metro Contract 9,Adult Single Bus Trip 1,21263
2016-08,Sydney Metro Contract 9,Adult Single Bus Trip 2,15272
2016-08,Sydney Metro Contract 9,Adult Single Bus Trip 3,1757
2016-08,Sydney Metro Contract 9,Child/Youth,162861
2016-08,Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,4605
2016-08,Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,2234
2016-08,Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,185
2016-08,Sydney Metro Contract 9,Concession,742957
2016-08,Sydney Metro Contract 9,Employee,25072
2016-08,Sydney Metro Contract 9,Free Travel,6214
2016-08,Sydney Metro Contract 9,School Student,117948
2016-08,Sydney Metro Contract 9,Senior/Pensioner,850777
2016-08,UNKNOWN,Adult,28510
2016-08,UNKNOWN,Adult Single Bus Trip 1,1
2016-08,UNKNOWN,Adult Single Bus Trip 2,1
2016-08,UNKNOWN,Child/Youth,1737
2016-08,UNKNOWN,Concession,5104
2016-08,UNKNOWN,Employee,16
2016-08,UNKNOWN,Free Travel,6
2016-08,UNKNOWN,School Student,140
2016-08,UNKNOWN,Senior/Pensioner,5904
2016-09,Night Ride 10,Adult,7784
2016-09,Night Ride 10,Adult Single Bus Trip 1,18
2016-09,Night Ride 10,Adult Single Bus Trip 2,44
2016-09,Night Ride 10,Adult Single Bus Trip 3,111
2016-09,Night Ride 10,Child/Youth,92
2016-09,Night Ride 10,Child/Youth Single Bus Trip 1,1
2016-09,Night Ride 10,Child/Youth Single Bus Trip 2,1
2016-09,Night Ride 10,Concession,566
2016-09,Night Ride 10,Free Travel,3
2016-09,Night Ride 10,Senior/Pensioner,292
2016-09,Night Ride 100,Adult,560
2016-09,Night Ride 100,Adult Single Bus Trip 1,7
2016-09,Night Ride 100,Adult Single Bus Trip 2,2
2016-09,Night Ride 100,Child/Youth,7
2016-09,Night Ride 100,Child/Youth Single Bus Trip 2,1
2016-09,Night Ride 100,Concession,45
2016-09,Night Ride 100,Senior/Pensioner,26
2016-09,Night Ride 11,Adult,5230
2016-09,Night Ride 11,Adult Single Bus Trip 1,19
2016-09,Night Ride 11,Adult Single Bus Trip 2,43
2016-09,Night Ride 11,Adult Single Bus Trip 3,71
2016-09,Night Ride 11,Child/Youth,48
2016-09,Night Ride 11,Child/Youth Single Bus Trip 3,1
2016-09,Night Ride 11,Concession,265
2016-09,Night Ride 11,Senior/Pensioner,348
2016-09,Night Ride 20,Adult,506
2016-09,Night Ride 20,Adult Single Bus Trip 1,5
2016-09,Night Ride 20,Adult Single Bus Trip 2,5
2016-09,Night Ride 20,Child/Youth,4
2016-09,Night Ride 20,Concession,34
2016-09,Night Ride 20,Senior/Pensioner,51
2016-09,Night Ride 30,Adult,5025
2016-09,Night Ride 30,Adult Single Bus Trip 1,19
2016-09,Night Ride 30,Adult Single Bus Trip 2,39
2016-09,Night Ride 30,Adult Single Bus Trip 3,151
2016-09,Night Ride 30,Child/Youth,121
2016-09,Night Ride 30,Child/Youth Single Bus Trip 1,2
2016-09,Night Ride 30,Child/Youth Single Bus Trip 2,6
2016-09,Night Ride 30,Child/Youth Single Bus Trip 3,11
2016-09,Night Ride 30,Concession,597
2016-09,Night Ride 30,Free Travel,16
2016-09,Night Ride 30,Senior/Pensioner,695
2016-09,Night Ride 40,Adult,5873
2016-09,Night Ride 40,Adult Single Bus Trip 1,24
2016-09,Night Ride 40,Adult Single Bus Trip 2,70
2016-09,Night Ride 40,Adult Single Bus Trip 3,72
2016-09,Night Ride 40,Child/Youth,94
2016-09,Night Ride 40,Child/Youth Single Bus Trip 1,2
2016-09,Night Ride 40,Child/Youth Single Bus Trip 2,15
2016-09,Night Ride 40,Child/Youth Single Bus Trip 3,1
2016-09,Night Ride 40,Concession,548
2016-09,Night Ride 40,Free Travel,2
2016-09,Night Ride 40,School Student,4
2016-09,Night Ride 40,Senior/Pensioner,700
2016-09,Night Ride 50,Adult,6884
2016-09,Night Ride 50,Adult Single Bus Trip 1,65
2016-09,Night Ride 50,Adult Single Bus Trip 2,89
2016-09,Night Ride 50,Adult Single Bus Trip 3,86
2016-09,Night Ride 50,Child/Youth,88
2016-09,Night Ride 50,Child/Youth Single Bus Trip 1,7
2016-09,Night Ride 50,Child/Youth Single Bus Trip 2,5
2016-09,Night Ride 50,Child/Youth Single Bus Trip 3,8
2016-09,Night Ride 50,Concession,539
2016-09,Night Ride 50,Free Travel,4
2016-09,Night Ride 50,Senior/Pensioner,758
2016-09,Night Ride 60,Adult,11405
2016-09,Night Ride 60,Adult Single Bus Trip 1,36
2016-09,Night Ride 60,Adult Single Bus Trip 2,87
2016-09,Night Ride 60,Adult Single Bus Trip 3,134
2016-09,Night Ride 60,Child/Youth,105
2016-09,Night Ride 60,Child/Youth Single Bus Trip 1,4
2016-09,Night Ride 60,Child/Youth Single Bus Trip 2,7
2016-09,Night Ride 60,Child/Youth Single Bus Trip 3,12
2016-09,Night Ride 60,Concession,576
2016-09,Night Ride 60,Free Travel,4
2016-09,Night Ride 60,Senior/Pensioner,1140
2016-09,Night Ride 61,Adult,1400
2016-09,Night Ride 61,Adult Single Bus Trip 1,1
2016-09,Night Ride 61,Adult Single Bus Trip 2,11
2016-09,Night Ride 61,Adult Single Bus Trip 3,15
2016-09,Night Ride 61,Child/Youth,18
2016-09,Night Ride 61,Child/Youth Single Bus Trip 2,1
2016-09,Night Ride 61,Child/Youth Single Bus Trip 3,2
2016-09,Night Ride 61,Concession,146
2016-09,Night Ride 61,Senior/Pensioner,94
2016-09,Night Ride 70,Adult,5721
2016-09,Night Ride 70,Adult Single Bus Trip 1,6
2016-09,Night Ride 70,Adult Single Bus Trip 2,36
2016-09,Night Ride 70,Adult Single Bus Trip 3,128
2016-09,Night Ride 70,Child/Youth,77
2016-09,Night Ride 70,Child/Youth Single Bus Trip 1,4
2016-09,Night Ride 70,Child/Youth Single Bus Trip 2,7
2016-09,Night Ride 70,Child/Youth Single Bus Trip 3,29
2016-09,Night Ride 70,Concession,457
2016-09,Night Ride 70,School Student,1
2016-09,Night Ride 70,Senior/Pensioner,677
2016-09,Night Ride 71,Adult,1653
2016-09,Night Ride 71,Adult Single Bus Trip 1,3
2016-09,Night Ride 71,Adult Single Bus Trip 2,14
2016-09,Night Ride 71,Adult Single Bus Trip 3,61
2016-09,Night Ride 71,Child/Youth,35
2016-09,Night Ride 71,Child/Youth Single Bus Trip 1,1
2016-09,Night Ride 71,Child/Youth Single Bus Trip 2,6
2016-09,Night Ride 71,Child/Youth Single Bus Trip 3,3
2016-09,Night Ride 71,Concession,267
2016-09,Night Ride 71,Senior/Pensioner,147
2016-09,Night Ride 80,Adult,3917
2016-09,Night Ride 80,Adult Single Bus Trip 1,14
2016-09,Night Ride 80,Adult Single Bus Trip 2,26
2016-09,Night Ride 80,Adult Single Bus Trip 3,51
2016-09,Night Ride 80,Child/Youth,77
2016-09,Night Ride 80,Child/Youth Single Bus Trip 1,4
2016-09,Night Ride 80,Child/Youth Single Bus Trip 2,3
2016-09,Night Ride 80,Child/Youth Single Bus Trip 3,5
2016-09,Night Ride 80,Concession,553
2016-09,Night Ride 80,Free Travel,1
2016-09,Night Ride 80,Senior/Pensioner,319
2016-09,Night Ride 90,Adult,5386
2016-09,Night Ride 90,Adult Single Bus Trip 1,7
2016-09,Night Ride 90,Adult Single Bus Trip 2,45
2016-09,Night Ride 90,Adult Single Bus Trip 3,92
2016-09,Night Ride 90,Child/Youth,143
2016-09,Night Ride 90,Child/Youth Single Bus Trip 1,3
2016-09,Night Ride 90,Child/Youth Single Bus Trip 2,16
2016-09,Night Ride 90,Child/Youth Single Bus Trip 3,8
2016-09,Night Ride 90,Concession,978
2016-09,Night Ride 90,Senior/Pensioner,278
2016-09,Outer Sydney Metro Contract 1,Adult,2491
2016-09,Outer Sydney Metro Contract 1,Adult Single Bus Trip 1,320
2016-09,Outer Sydney Metro Contract 1,Adult Single Bus Trip 2,303
2016-09,Outer Sydney Metro Contract 1,Adult Single Bus Trip 3,1363
2016-09,Outer Sydney Metro Contract 1,Child/Youth,1700
2016-09,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,286
2016-09,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,88
2016-09,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,339
2016-09,Outer Sydney Metro Contract 1,Concession,1029
2016-09,Outer Sydney Metro Contract 1,Free Travel,114
2016-09,Outer Sydney Metro Contract 1,School Student,27728
2016-09,Outer Sydney Metro Contract 1,Senior/Pensioner,6746
2016-09,Outer Sydney Metro Contract 10,Adult,42826
2016-09,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,8207
2016-09,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,7265
2016-09,Outer Sydney Metro Contract 10,Adult Single Bus Trip 3,2542
2016-09,Outer Sydney Metro Contract 10,Child/Youth,19337
2016-09,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,4523
2016-09,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,2414
2016-09,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,722
2016-09,Outer Sydney Metro Contract 10,Concession,15195
2016-09,Outer Sydney Metro Contract 10,Free Travel,1148
2016-09,Outer Sydney Metro Contract 10,School Student,155466
2016-09,Outer Sydney Metro Contract 10,Senior/Pensioner,104689
2016-09,Outer Sydney Metro Contract 11,Adult,597
2016-09,Outer Sydney Metro Contract 11,Adult Single Bus Trip 1,98
2016-09,Outer Sydney Metro Contract 11,Adult Single Bus Trip 2,55
2016-09,Outer Sydney Metro Contract 11,Adult Single Bus Trip 3,36
2016-09,Outer Sydney Metro Contract 11,Child/Youth,309
2016-09,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 1,22
2016-09,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 2,46
2016-09,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 3,23
2016-09,Outer Sydney Metro Contract 11,Concession,136
2016-09,Outer Sydney Metro Contract 11,Free Travel,5
2016-09,Outer Sydney Metro Contract 11,School Student,6431
2016-09,Outer Sydney Metro Contract 11,Senior/Pensioner,741
2016-09,Outer Sydney Metro Contract 12,Adult,10422
2016-09,Outer Sydney Metro Contract 12,Adult Single Bus Trip 1,1234
2016-09,Outer Sydney Metro Contract 12,Adult Single Bus Trip 2,1493
