Year_Month,Route,Card_type,Trip
2018-04,F8 Cockatoo Island,Sgl Trip Ferry Adult,2408
2018-04,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,788
2018-05,118 Newcastle,Adult,26342
2018-05,118 Newcastle,Child/Youth,2796
2018-05,118 Newcastle,Concession,1522
2018-05,118 Newcastle,Employee,431
2018-05,118 Newcastle,Free Travel,462
2018-05,118 Newcastle,School Student,1963
2018-05,118 Newcastle,Senior/Pensioner,10178
2018-05,F1 Manly,Adult,202043
2018-05,F1 Manly,CTP,5601
2018-05,F1 Manly,Child/Youth,13729
2018-05,F1 Manly,Concession,8100
2018-05,F1 Manly,Employee,1442
2018-05,F1 Manly,Free Travel,572
2018-05,F1 Manly,School Student,309
2018-05,F1 Manly,Senior/Pensioner,58283
2018-05,F1 Manly,Sgl Trip Ferry Adult,13838
2018-05,F1 Manly,Sgl Trip Ferry Child/Youth,1585
2018-05,F2 Taronga Zoo,Adult,71367
2018-05,F2 Taronga Zoo,CTP,1171
2018-05,F2 Taronga Zoo,Child/Youth,9707
2018-05,F2 Taronga Zoo,Concession,3091
2018-05,F2 Taronga Zoo,Employee,334
2018-05,F2 Taronga Zoo,Free Travel,126
2018-05,F2 Taronga Zoo,School Student,23
2018-05,F2 Taronga Zoo,Senior/Pensioner,13469
2018-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,4753
2018-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1029
2018-05,F3 Parramatta River,Adult,165844
2018-05,F3 Parramatta River,CTP,2752
2018-05,F3 Parramatta River,Child/Youth,12103
2018-05,F3 Parramatta River,Concession,4024
2018-05,F3 Parramatta River,Employee,983
2018-05,F3 Parramatta River,Free Travel,284
2018-05,F3 Parramatta River,School Student,296
2018-05,F3 Parramatta River,Senior/Pensioner,32609
2018-05,F3 Parramatta River,Sgl Trip Ferry Adult,5695
2018-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1084
2018-05,F4 Cross Harbour,Adult,218719
2018-05,F4 Cross Harbour,CTP,5323
2018-05,F4 Cross Harbour,Child/Youth,18784
2018-05,F4 Cross Harbour,Concession,5333
2018-05,F4 Cross Harbour,Employee,1189
2018-05,F4 Cross Harbour,Free Travel,410
2018-05,F4 Cross Harbour,School Student,465
2018-05,F4 Cross Harbour,Senior/Pensioner,47072
2018-05,F4 Cross Harbour,Sgl Trip Ferry Adult,11279
2018-05,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,2032
2018-05,F5 Neutral Bay,Adult,34083
2018-05,F5 Neutral Bay,CTP,813
2018-05,F5 Neutral Bay,Child/Youth,1284
2018-05,F5 Neutral Bay,Concession,1242
2018-05,F5 Neutral Bay,Employee,251
2018-05,F5 Neutral Bay,Free Travel,70
2018-05,F5 Neutral Bay,School Student,76
2018-05,F5 Neutral Bay,Senior/Pensioner,10666
2018-05,F5 Neutral Bay,Sgl Trip Ferry Adult,1320
2018-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,208
2018-05,F6 Mosman Bay,Adult,46577
2018-05,F6 Mosman Bay,CTP,893
2018-05,F6 Mosman Bay,Child/Youth,1981
2018-05,F6 Mosman Bay,Concession,1979
2018-05,F6 Mosman Bay,Employee,279
2018-05,F6 Mosman Bay,Free Travel,105
2018-05,F6 Mosman Bay,School Student,83
2018-05,F6 Mosman Bay,Senior/Pensioner,12264
2018-05,F6 Mosman Bay,Sgl Trip Ferry Adult,1258
2018-05,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,298
2018-05,F7 Double Bay,Adult,12836
2018-05,F7 Double Bay,CTP,594
2018-05,F7 Double Bay,Child/Youth,554
2018-05,F7 Double Bay,Concession,262
2018-05,F7 Double Bay,Employee,40
2018-05,F7 Double Bay,Free Travel,67
2018-05,F7 Double Bay,Senior/Pensioner,3840
2018-05,F7 Double Bay,Sgl Trip Ferry Adult,615
2018-05,F7 Double Bay,Sgl Trip Ferry Child/Youth,105
2018-05,F8 Cockatoo Island,Adult,50599
2018-05,F8 Cockatoo Island,CTP,1293
2018-05,F8 Cockatoo Island,Child/Youth,5742
2018-05,F8 Cockatoo Island,Concession,2166
2018-05,F8 Cockatoo Island,Employee,254
2018-05,F8 Cockatoo Island,Free Travel,82
2018-05,F8 Cockatoo Island,School Student,132
2018-05,F8 Cockatoo Island,Senior/Pensioner,12620
2018-05,F8 Cockatoo Island,Sgl Trip Ferry Adult,1788
2018-05,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,321
2018-06,118 Newcastle,Adult,22110
2018-06,118 Newcastle,Child/Youth,2457
2018-06,118 Newcastle,Concession,1068
2018-06,118 Newcastle,Employee,266
2018-06,118 Newcastle,Free Travel,376
2018-06,118 Newcastle,School Student,3426
2018-06,118 Newcastle,Senior/Pensioner,7432
2018-06,F1 Manly,Adult,171919
2018-06,F1 Manly,CTP,5993
2018-06,F1 Manly,Child/Youth,18341
2018-06,F1 Manly,Concession,6218
2018-06,F1 Manly,Employee,1163
2018-06,F1 Manly,Free Travel,490
2018-06,F1 Manly,School Student,279
2018-06,F1 Manly,Senior/Pensioner,47342
2018-06,F1 Manly,Sgl Trip Ferry Adult,11135
2018-06,F1 Manly,Sgl Trip Ferry Child/Youth,2322
2018-06,F2 Taronga Zoo,Adult,82593
2018-06,F2 Taronga Zoo,CTP,1913
2018-06,F2 Taronga Zoo,Child/Youth,16566
2018-06,F2 Taronga Zoo,Concession,3157
2018-06,F2 Taronga Zoo,Employee,403
2018-06,F2 Taronga Zoo,Free Travel,148
2018-06,F2 Taronga Zoo,School Student,32
2018-06,F2 Taronga Zoo,Senior/Pensioner,12379
2018-06,F2 Taronga Zoo,Sgl Trip Ferry Adult,5389
2018-06,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1737
2018-06,F3 Parramatta River,Adult,143758
2018-06,F3 Parramatta River,CTP,2837
2018-06,F3 Parramatta River,Child/Youth,12730
2018-06,F3 Parramatta River,Concession,3328
2018-06,F3 Parramatta River,Employee,788
2018-06,F3 Parramatta River,Free Travel,235
2018-06,F3 Parramatta River,School Student,235
2018-06,F3 Parramatta River,Senior/Pensioner,26809
2018-06,F3 Parramatta River,Sgl Trip Ferry Adult,5682
2018-06,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1587
2018-06,F4 Cross Harbour,Adult,225899
2018-06,F4 Cross Harbour,CTP,6720
2018-06,F4 Cross Harbour,Child/Youth,32209
2018-06,F4 Cross Harbour,Concession,6642
2018-06,F4 Cross Harbour,Employee,1195
2018-06,F4 Cross Harbour,Free Travel,443
2018-06,F4 Cross Harbour,School Student,382
2018-06,F4 Cross Harbour,Senior/Pensioner,45057
2018-06,F4 Cross Harbour,Sgl Trip Ferry Adult,12820
2018-06,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,4048
2018-06,F5 Neutral Bay,Adult,31426
2018-06,F5 Neutral Bay,CTP,898
2018-06,F5 Neutral Bay,Child/Youth,1673
2018-06,F5 Neutral Bay,Concession,1031
2018-06,F5 Neutral Bay,Employee,202
2018-06,F5 Neutral Bay,Free Travel,66
2018-06,F5 Neutral Bay,School Student,60
2018-06,F5 Neutral Bay,Senior/Pensioner,9244
2018-06,F5 Neutral Bay,Sgl Trip Ferry Adult,1249
2018-06,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,348
2018-06,F6 Mosman Bay,Adult,40580
2018-06,F6 Mosman Bay,CTP,929
2018-06,F6 Mosman Bay,Child/Youth,2660
2018-06,F6 Mosman Bay,Concession,1504
2018-06,F6 Mosman Bay,Employee,259
2018-06,F6 Mosman Bay,Free Travel,88
2018-06,F6 Mosman Bay,School Student,81
2018-06,F6 Mosman Bay,Senior/Pensioner,10365
2018-06,F6 Mosman Bay,Sgl Trip Ferry Adult,1178
2018-06,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,406
2018-06,F7 Double Bay,Adult,11106
2018-06,F7 Double Bay,CTP,587
2018-06,F7 Double Bay,Child/Youth,671
2018-06,F7 Double Bay,Concession,227
2018-06,F7 Double Bay,Employee,24
2018-06,F7 Double Bay,Free Travel,66
2018-06,F7 Double Bay,Senior/Pensioner,2996
2018-06,F7 Double Bay,Sgl Trip Ferry Adult,622
2018-06,F7 Double Bay,Sgl Trip Ferry Child/Youth,203
2018-06,F8 Cockatoo Island,Adult,39880
2018-06,F8 Cockatoo Island,CTP,1080
2018-06,F8 Cockatoo Island,Child/Youth,4675
2018-06,F8 Cockatoo Island,Concession,1548
2018-06,F8 Cockatoo Island,Employee,174
2018-06,F8 Cockatoo Island,Free Travel,57
2018-06,F8 Cockatoo Island,School Student,105
2018-06,F8 Cockatoo Island,Senior/Pensioner,9452
2018-06,F8 Cockatoo Island,Sgl Trip Ferry Adult,1489
2018-06,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,435
2018-07,118 Newcastle,Adult,25849
2018-07,118 Newcastle,Child/Youth,5401
2018-07,118 Newcastle,Concession,1088
2018-07,118 Newcastle,Day Pass without SAF,2
2018-07,118 Newcastle,Employee,295
2018-07,118 Newcastle,Free Travel,456
2018-07,118 Newcastle,School Student,1650
2018-07,118 Newcastle,Senior/Pensioner,9331
2018-07,F1 Manly,Adult,218795
2018-07,F1 Manly,CTP,4012
2018-07,F1 Manly,Child/Youth,37776
2018-07,F1 Manly,Concession,7468
2018-07,F1 Manly,Day Pass without SAF,3
2018-07,F1 Manly,Employee,1313
2018-07,F1 Manly,Free Travel,558
2018-07,F1 Manly,School Student,102
2018-07,F1 Manly,Senior/Pensioner,54660
2018-07,F1 Manly,Sgl Trip Ferry Adult,14339
2018-07,F1 Manly,Sgl Trip Ferry Child/Youth,4448
2018-07,F2 Taronga Zoo,Adult,90446
2018-07,F2 Taronga Zoo,CTP,903
2018-07,F2 Taronga Zoo,Child/Youth,29007
2018-07,F2 Taronga Zoo,Concession,3327
2018-07,F2 Taronga Zoo,Employee,338
2018-07,F2 Taronga Zoo,Free Travel,133
2018-07,F2 Taronga Zoo,School Student,12
2018-07,F2 Taronga Zoo,Senior/Pensioner,14231
2018-07,F2 Taronga Zoo,Sgl Trip Ferry Adult,6221
2018-07,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2789
2018-07,F3 Parramatta River,Adult,156568
2018-07,F3 Parramatta River,CTP,2513
2018-07,F3 Parramatta River,Child/Youth,21863
2018-07,F3 Parramatta River,Concession,3452
2018-07,F3 Parramatta River,Employee,820
2018-07,F3 Parramatta River,Free Travel,305
2018-07,F3 Parramatta River,School Student,109
2018-07,F3 Parramatta River,Senior/Pensioner,31452
2018-07,F3 Parramatta River,Sgl Trip Ferry Adult,6314
2018-07,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2741
2018-07,F4 Cross Harbour,Adult,233267
2018-07,F4 Cross Harbour,CTP,4631
2018-07,F4 Cross Harbour,Child/Youth,46783
2018-07,F4 Cross Harbour,Concession,5743
2018-07,F4 Cross Harbour,Employee,1106
2018-07,F4 Cross Harbour,Free Travel,446
2018-07,F4 Cross Harbour,School Student,139
2018-07,F4 Cross Harbour,Senior/Pensioner,46145
2018-07,F4 Cross Harbour,Sgl Trip Ferry Adult,13478
2018-07,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,5760
2018-07,F5 Neutral Bay,Adult,32030
2018-07,F5 Neutral Bay,CTP,763
2018-07,F5 Neutral Bay,Child/Youth,2791
2018-07,F5 Neutral Bay,Concession,1226
2018-07,F5 Neutral Bay,Employee,148
2018-07,F5 Neutral Bay,Free Travel,72
2018-07,F5 Neutral Bay,School Student,20
2018-07,F5 Neutral Bay,Senior/Pensioner,9157
2018-07,F5 Neutral Bay,Sgl Trip Ferry Adult,1302
2018-07,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,523
2018-07,F6 Mosman Bay,Adult,41415
2018-07,F6 Mosman Bay,CTP,863
2018-07,F6 Mosman Bay,Child/Youth,3502
2018-07,F6 Mosman Bay,Concession,1512
2018-07,F6 Mosman Bay,Employee,238
2018-07,F6 Mosman Bay,Free Travel,89
2018-07,F6 Mosman Bay,School Student,20
2018-07,F6 Mosman Bay,Senior/Pensioner,10870
2018-07,F6 Mosman Bay,Sgl Trip Ferry Adult,1187
2018-07,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,533
2018-07,F7 Double Bay,Adult,12096
2018-07,F7 Double Bay,CTP,533
2018-07,F7 Double Bay,Child/Youth,1274
2018-07,F7 Double Bay,Concession,239
2018-07,F7 Double Bay,Employee,28
2018-07,F7 Double Bay,Free Travel,67
2018-07,F7 Double Bay,Senior/Pensioner,3588
2018-07,F7 Double Bay,Sgl Trip Ferry Adult,721
2018-07,F7 Double Bay,Sgl Trip Ferry Child/Youth,264
2018-07,F8 Cockatoo Island,Adult,32212
2018-07,F8 Cockatoo Island,CTP,861
2018-07,F8 Cockatoo Island,Child/Youth,4693
2018-07,F8 Cockatoo Island,Concession,1045
2018-07,F8 Cockatoo Island,Employee,172
2018-07,F8 Cockatoo Island,Free Travel,48
2018-07,F8 Cockatoo Island,School Student,49
2018-07,F8 Cockatoo Island,Senior/Pensioner,8057
2018-07,F8 Cockatoo Island,Sgl Trip Ferry Adult,1023
2018-07,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,452
2018-08,118 Newcastle,Adult,25211
2018-08,118 Newcastle,Child/Youth,2882
2018-08,118 Newcastle,Concession,1439
2018-08,118 Newcastle,Employee,321
2018-08,118 Newcastle,Free Travel,425
2018-08,118 Newcastle,School Student,4299
2018-08,118 Newcastle,Senior/Pensioner,9786
2018-08,F1 Manly,Adult,189099
2018-08,F1 Manly,CTP,3564
2018-08,F1 Manly,Child/Youth,18417
2018-08,F1 Manly,Concession,7746
2018-08,F1 Manly,Day Pass without SAF,4
2018-08,F1 Manly,Employee,1089
2018-08,F1 Manly,Free Travel,543
2018-08,F1 Manly,School Student,298
2018-08,F1 Manly,Senior/Pensioner,48747
2018-08,F1 Manly,Sgl Trip Ferry Adult,13584
2018-08,F1 Manly,Sgl Trip Ferry Child/Youth,2646
2018-08,F2 Taronga Zoo,Adult,74392
2018-08,F2 Taronga Zoo,CTP,895
2018-08,F2 Taronga Zoo,Child/Youth,15432
2018-08,F2 Taronga Zoo,Concession,2469
2018-08,F2 Taronga Zoo,Employee,228
2018-08,F2 Taronga Zoo,Free Travel,102
2018-08,F2 Taronga Zoo,School Student,64
2018-08,F2 Taronga Zoo,Senior/Pensioner,11485
2018-08,F2 Taronga Zoo,Sgl Trip Ferry Adult,5451
2018-08,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1798
2018-08,F3 Parramatta River,Adult,151349
2018-08,F3 Parramatta River,CTP,2589
2018-08,F3 Parramatta River,Child/Youth,11940
2018-08,F3 Parramatta River,Concession,3285
2018-08,F3 Parramatta River,Employee,710
2018-08,F3 Parramatta River,Free Travel,268
2018-08,F3 Parramatta River,School Student,270
2018-08,F3 Parramatta River,Senior/Pensioner,28364
2018-08,F3 Parramatta River,Sgl Trip Ferry Adult,6004
2018-08,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1574
2018-08,F4 Cross Harbour,Adult,202387
2018-08,F4 Cross Harbour,CTP,4169
2018-08,F4 Cross Harbour,Child/Youth,22561
2018-08,F4 Cross Harbour,Concession,4717
2018-08,F4 Cross Harbour,Employee,871
2018-08,F4 Cross Harbour,Free Travel,332
2018-08,F4 Cross Harbour,School Student,391
2018-08,F4 Cross Harbour,Senior/Pensioner,38639
2018-08,F4 Cross Harbour,Sgl Trip Ferry Adult,11871
2018-08,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,2908
2018-08,F5 Neutral Bay,Adult,30308
2018-08,F5 Neutral Bay,CTP,726
2018-08,F5 Neutral Bay,Child/Youth,1418
2018-08,F5 Neutral Bay,Concession,1316
2018-08,F5 Neutral Bay,Employee,153
2018-08,F5 Neutral Bay,Free Travel,53
2018-08,F5 Neutral Bay,School Student,80
2018-08,F5 Neutral Bay,Senior/Pensioner,8892
2018-08,F5 Neutral Bay,Sgl Trip Ferry Adult,1327
2018-08,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,339
2018-08,F6 Mosman Bay,Adult,42173
2018-08,F6 Mosman Bay,CTP,947
2018-08,F6 Mosman Bay,Child/Youth,1920
2018-08,F6 Mosman Bay,Concession,2055
2018-08,F6 Mosman Bay,Employee,241
2018-08,F6 Mosman Bay,Free Travel,86
2018-08,F6 Mosman Bay,School Student,93
2018-08,F6 Mosman Bay,Senior/Pensioner,10776
2018-08,F6 Mosman Bay,Sgl Trip Ferry Adult,1233
2018-08,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,366
2018-08,F7 Double Bay,Adult,11156
2018-08,F7 Double Bay,CTP,599
2018-08,F7 Double Bay,Child/Youth,587
2018-08,F7 Double Bay,Concession,177
2018-08,F7 Double Bay,Employee,28
2018-08,F7 Double Bay,Free Travel,60
2018-08,F7 Double Bay,Senior/Pensioner,3313
2018-08,F7 Double Bay,Sgl Trip Ferry Adult,654
2018-08,F7 Double Bay,Sgl Trip Ferry Child/Youth,157
2018-08,F8 Cockatoo Island,Adult,30075
2018-08,F8 Cockatoo Island,CTP,917
2018-08,F8 Cockatoo Island,Child/Youth,2459
2018-08,F8 Cockatoo Island,Concession,1283
2018-08,F8 Cockatoo Island,Employee,130
2018-08,F8 Cockatoo Island,Free Travel,39
2018-08,F8 Cockatoo Island,School Student,110
2018-08,F8 Cockatoo Island,Senior/Pensioner,8086
2018-08,F8 Cockatoo Island,Sgl Trip Ferry Adult,995
2018-08,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,249
2018-09,118 Newcastle,Adult,25716
2018-09,118 Newcastle,Child/Youth,3677
2018-09,118 Newcastle,Concession,1236
2018-09,118 Newcastle,Day Pass without SAF,1
2018-09,118 Newcastle,Employee,331
2018-09,118 Newcastle,Free Travel,469
2018-09,118 Newcastle,School Student,3706
2018-09,118 Newcastle,Senior/Pensioner,9310
2018-09,F1 Manly,Adult,217786
2018-09,F1 Manly,CTP,3796
2018-09,F1 Manly,Child/Youth,22052
2018-09,F1 Manly,Concession,7629
2018-09,F1 Manly,Employee,1288
2018-09,F1 Manly,Free Travel,568
2018-09,F1 Manly,School Student,257
2018-09,F1 Manly,Senior/Pensioner,52700
2018-09,F1 Manly,Sgl Trip Ferry Adult,14870
2018-09,F1 Manly,Sgl Trip Ferry Child/Youth,2388
2018-09,F2 Taronga Zoo,Adult,73136
2018-09,F2 Taronga Zoo,CTP,864
2018-09,F2 Taronga Zoo,Child/Youth,13513
2018-09,F2 Taronga Zoo,Concession,2152
2018-09,F2 Taronga Zoo,Employee,263
2018-09,F2 Taronga Zoo,Free Travel,121
2018-09,F2 Taronga Zoo,School Student,48
2018-09,F2 Taronga Zoo,Senior/Pensioner,11306
2018-09,F2 Taronga Zoo,Sgl Trip Ferry Adult,4718
2018-09,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1304
2018-09,F3 Parramatta River,Adult,153601
2018-09,F3 Parramatta River,CTP,2436
2018-09,F3 Parramatta River,Child/Youth,14502
2018-09,F3 Parramatta River,Concession,3304
2018-09,F3 Parramatta River,Employee,760
2018-09,F3 Parramatta River,Free Travel,259
2018-09,F3 Parramatta River,School Student,245
2018-09,F3 Parramatta River,Senior/Pensioner,29284
2018-09,F3 Parramatta River,Sgl Trip Ferry Adult,6388
2018-09,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1550
2018-09,F4 Cross Harbour,Adult,203970
2018-09,F4 Cross Harbour,CTP,3961
2018-09,F4 Cross Harbour,Child/Youth,22764
2018-09,F4 Cross Harbour,Concession,4754
2018-09,F4 Cross Harbour,Employee,947
2018-09,F4 Cross Harbour,Free Travel,335
2018-09,F4 Cross Harbour,School Student,345
2018-09,F4 Cross Harbour,Senior/Pensioner,38612
2018-09,F4 Cross Harbour,Sgl Trip Ferry Adult,11413
2018-09,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,2732
2018-09,F5 Neutral Bay,Adult,27756
2018-09,F5 Neutral Bay,CTP,667
2018-09,F5 Neutral Bay,Child/Youth,1310
2018-09,F5 Neutral Bay,Concession,1084
2018-09,F5 Neutral Bay,Employee,188
2018-09,F5 Neutral Bay,Free Travel,74
2018-09,F5 Neutral Bay,School Student,54
2018-09,F5 Neutral Bay,Senior/Pensioner,8541
2018-09,F5 Neutral Bay,Sgl Trip Ferry Adult,1231
2018-09,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,256
2018-09,F6 Mosman Bay,Adult,38857
2018-09,F6 Mosman Bay,CTP,918
2018-09,F6 Mosman Bay,Child/Youth,1960
2018-09,F6 Mosman Bay,Concession,1507
2018-09,F6 Mosman Bay,Employee,215
2018-09,F6 Mosman Bay,Free Travel,87
2018-09,F6 Mosman Bay,School Student,85
2018-09,F6 Mosman Bay,Senior/Pensioner,10066
2018-09,F6 Mosman Bay,Sgl Trip Ferry Adult,1040
2018-09,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,279
2018-09,F7 Double Bay,Adult,10668
2018-09,F7 Double Bay,CTP,424
2018-09,F7 Double Bay,Child/Youth,625
2018-09,F7 Double Bay,Concession,149
2018-09,F7 Double Bay,Employee,18
2018-09,F7 Double Bay,Free Travel,48
2018-09,F7 Double Bay,Senior/Pensioner,3128
2018-09,F7 Double Bay,Sgl Trip Ferry Adult,679
2018-09,F7 Double Bay,Sgl Trip Ferry Child/Youth,166
2018-09,F8 Cockatoo Island,Adult,30191
2018-09,F8 Cockatoo Island,CTP,858
2018-09,F8 Cockatoo Island,Child/Youth,3424
2018-09,F8 Cockatoo Island,Concession,1085
2018-09,F8 Cockatoo Island,Employee,109
2018-09,F8 Cockatoo Island,Free Travel,43
2018-09,F8 Cockatoo Island,School Student,93
2018-09,F8 Cockatoo Island,Senior/Pensioner,7616
2018-09,F8 Cockatoo Island,Sgl Trip Ferry Adult,950
2018-09,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,246
2018-10,118 Newcastle,Adult,23345
2018-10,118 Newcastle,Child/Youth,3745
2018-10,118 Newcastle,Concession,1195
2018-10,118 Newcastle,Employee,366
2018-10,118 Newcastle,Free Travel,444
2018-10,118 Newcastle,School Student,2206
2018-10,118 Newcastle,Senior/Pensioner,9141
2018-10,F1 Manly,Adult,205417
2018-10,F1 Manly,CTP,4279
2018-10,F1 Manly,Child/Youth,24956
2018-10,F1 Manly,Concession,6817
2018-10,F1 Manly,Day Pass without SAF,2
2018-10,F1 Manly,Employee,1213
2018-10,F1 Manly,Free Travel,561
2018-10,F1 Manly,School Student,159
2018-10,F1 Manly,Senior/Pensioner,54495
2018-10,F1 Manly,Sgl Trip Ferry Adult,16002
2018-10,F1 Manly,Sgl Trip Ferry Child/Youth,2728
2018-10,F2 Taronga Zoo,Adult,67709
2018-10,F2 Taronga Zoo,CTP,1012
2018-10,F2 Taronga Zoo,Child/Youth,14254
2018-10,F2 Taronga Zoo,Concession,1971
2018-10,F2 Taronga Zoo,Employee,235
2018-10,F2 Taronga Zoo,Free Travel,129
2018-10,F2 Taronga Zoo,School Student,39
2018-10,F2 Taronga Zoo,Senior/Pensioner,10929
2018-10,F2 Taronga Zoo,Sgl Trip Ferry Adult,5329
2018-10,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1332
2018-10,F3 Parramatta River,Adult,144753
2018-10,F3 Parramatta River,CTP,2718
2018-10,F3 Parramatta River,Child/Youth,13763
2018-10,F3 Parramatta River,Concession,2789
2018-10,F3 Parramatta River,Day Pass without SAF,1
2018-10,F3 Parramatta River,Employee,655
2018-10,F3 Parramatta River,Free Travel,222
2018-10,F3 Parramatta River,School Student,149
2018-10,F3 Parramatta River,Senior/Pensioner,27119
2018-10,F3 Parramatta River,Sgl Trip Ferry Adult,5799
2018-10,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1598
2018-10,F4 Cross Harbour,Adult,205402
2018-10,F4 Cross Harbour,CTP,4804
2018-10,F4 Cross Harbour,Child/Youth,26446
2018-10,F4 Cross Harbour,Concession,3978
2018-10,F4 Cross Harbour,Employee,929
2018-10,F4 Cross Harbour,Free Travel,357
2018-10,F4 Cross Harbour,School Student,208
2018-10,F4 Cross Harbour,Senior/Pensioner,38894
2018-10,F4 Cross Harbour,Sgl Trip Ferry Adult,13375
2018-10,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,3098
2018-10,F5 Neutral Bay,Adult,30814
2018-10,F5 Neutral Bay,CTP,895
2018-10,F5 Neutral Bay,Child/Youth,1685
2018-10,F5 Neutral Bay,Concession,972
2018-10,F5 Neutral Bay,Employee,212
2018-10,F5 Neutral Bay,Free Travel,69
2018-10,F5 Neutral Bay,School Student,41
2018-10,F5 Neutral Bay,Senior/Pensioner,9300
2018-10,F5 Neutral Bay,Sgl Trip Ferry Adult,1565
2018-10,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,320
2018-10,F6 Mosman Bay,Adult,41830
2018-10,F6 Mosman Bay,CTP,1000
2018-10,F6 Mosman Bay,Child/Youth,2309
2018-10,F6 Mosman Bay,Concession,1512
2018-10,F6 Mosman Bay,Employee,271
2018-10,F6 Mosman Bay,Free Travel,85
2018-10,F6 Mosman Bay,School Student,53
2018-10,F6 Mosman Bay,Senior/Pensioner,10396
2018-10,F6 Mosman Bay,Sgl Trip Ferry Adult,1370
2018-10,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,343
2018-10,F7 Double Bay,Adult,11845
2018-10,F7 Double Bay,CTP,585
2018-10,F7 Double Bay,Child/Youth,706
2018-10,F7 Double Bay,Concession,131
